onu_id,fiber_length_km,split_ratio,network_load,packet_size_bytes,packets_per_sec,traffic_rate_mbps,buffer_occupancy,bandwidth_allocated_mbps,queue_delay_ms,latency_ms,jitter_ms,received_power_dbm,snr_db,ber,traffic_type,congestion,fault_event
14,10.58,32,0.892,334.91,181.76,1.677,23.85,1.351,3.319,5.739,0.587,-21.212,23.398,0.001044104773441125,iot,0,0
28,19.17,32,0.268,310.42,68.6,0.909,14.25,0.544,2.001,3.916,0.441,-19.917,23.991,0.00043315612886356427,iot,0,0
2,17.06,32,0.589,947.63,245.72,6.645,59.83,8.198,5.887,8.552,1.127,-17.361,20.49,0.002284750295338712,video,0,0
32,4.87,32,0.7,786.3,183.97,3.598,51.58,3.113,5.376,6.751,1.035,-19.291,22.507,0.0008517864571989964,web,1,0
14,16.97,32,0.574,800.68,228.63,2.946,46.91,3.595,3.084,7.951,0.625,-21.971,26.137,0.0003141548054892771,video,0,0
13,11.92,32,0.252,565.99,268.36,4.306,35.76,6.436,3.602,5.33,0.546,-21.724,20.442,0.0022348811728740187,gaming,0,0
9,16.98,32,0.931,454.72,292.4,2.09,39.5,2.389,4.811,9.256,0.553,-15.525,23.124,0.0007468627002110679,web,0,0
28,9.25,32,0.229,885.26,126.49,2.078,17.49,2.943,1.157,5.453,0.108,-21.19,25.359,0.0004190070972259283,web,0,0
7,13.56,32,0.464,800.16,199.77,4.511,51.64,6.202,5.624,9.869,0.589,-18.333,25.315,0.00029899253455595266,web,0,0
22,10.46,32,0.345,686.26,103.21,0.976,23.41,1.948,3.028,4.03,0.315,-18.492,26.062,0.0003867981814806025,iot,0,0
3,9.92,32,0.302,988.86,164.68,4.646,42.07,6.902,1.519,4.946,0.03,-17.949,22.925,0.0006855435984301013,video,0,0
12,19.74,32,0.806,1412.72,312.15,6.783,59.99,10.081,6.012,9.145,0.882,-18.419,20.207,0.0015814138288247832,video,1,0
7,10.46,32,0.343,855.03,196.84,3.326,22.12,4.349,4.003,6.311,0.722,-17.781,19.996,0.0014248634420819944,web,0,0
16,6.65,32,0.651,287.0,91.45,1.857,19.02,2.03,1.186,3.245,0.552,-19.652,22.925,0.0007949627750100604,iot,0,0
3,17.85,32,0.929,1145.13,244.2,6.84,58.5,7.237,6.193,7.758,1.051,-20.787,19.466,0.0034665105706176524,video,0,0
4,10.69,32,0.604,805.55,363.2,6.059,59.78,6.063,3.755,5.627,0.611,-18.266,25.649,0.00032712764939919254,video,0,0
31,6.3,32,0.5,324.73,156.75,2.538,30.27,1.735,3.463,6.454,0.626,-19.464,25.851,0.0004122790585777697,iot,0,0
10,5.14,32,0.567,326.96,221.62,3.74,30.2,4.468,3.194,5.06,0.34,-17.301,26.21,0.00023317716627894238,gaming,0,0
15,17.15,32,0.205,1095.26,223.19,6.76,58.1,7.945,3.964,7.06,0.345,-18.816,23.933,0.0005415545943589357,video,0,0
14,14.14,32,0.466,744.52,273.9,4.165,55.56,5.002,2.589,6.358,0.383,-18.984,24.733,0.0004900025327636508,gaming,0,0
14,1.48,32,0.902,892.03,107.5,1.847,53.81,2.502,4.027,7.229,0.365,-15.804,21.64,0.0010635675947943078,web,1,0
2,5.54,32,0.336,920.76,155.96,4.939,43.32,7.178,4.453,6.587,0.777,-19.364,24.839,0.0002918119900301643,video,0,0
3,2.34,32,0.691,632.05,250.45,4.996,55.94,7.822,4.17,6.133,0.542,-15.759,31.315,4.92679119513644e-05,gaming,0,0
23,3.88,32,0.324,744.81,208.97,3.352,26.62,5.035,3.138,2.741,0.639,-20.867,26.37,0.0001930633730545352,web,0,0
12,10.82,32,0.408,660.49,377.69,5.42,46.06,6.784,1.908,5.694,0.288,-18.554,24.023,0.00042789366173780804,video,0,0
4,6.68,32,0.651,1045.86,202.29,3.284,20.33,3.143,2.471,3.905,0.185,-18.915,22.932,0.001007896760986818,gaming,0,0
2,10.29,32,0.862,572.75,290.43,4.541,23.0,6.211,3.919,6.834,1.037,-20.462,23.502,0.0007464610718794137,web,0,0
31,4.16,32,0.78,808.87,241.28,2.232,39.43,3.282,3.888,4.564,0.502,-14.997,22.235,0.0011392943865399646,web,0,0
28,8.47,32,0.757,445.75,112.19,1.558,21.6,1.702,4.033,8.935,0.93,-20.195,19.645,0.003101384651217418,iot,0,0
23,5.3,32,0.285,498.91,71.77,0.682,0.0,1.298,1.448,1.845,0.103,-17.893,27.26,0.00021139788594250986,iot,0,0
17,8.96,32,0.948,413.12,132.52,1.982,23.49,2.726,3.661,6.981,0.98,-21.39,22.726,0.0013238349596855878,iot,0,0
24,14.44,32,0.227,281.17,57.84,1.112,17.67,0.548,2.306,8.309,0.309,-19.638,22.626,0.0007396151967825934,iot,1,0
30,14.94,32,0.919,617.23,246.09,5.485,62.1,5.808,4.456,8.318,0.918,-22.551,23.09,0.0007346429555271121,gaming,1,0
32,18.3,32,0.511,837.18,170.41,7.056,58.54,7.39,7.085,12.801,1.183,-21.67,20.295,0.0016174986173701745,video,1,0
28,2.92,32,0.343,536.65,120.61,1.16,4.51,1.351,2.428,2.117,0.425,-19.442,29.597,7.192836871775261e-05,iot,0,0
15,2.7,32,0.739,1074.12,229.3,2.459,21.62,3.252,1.817,4.145,0.129,-19.121,24.352,0.0007141578538251984,web,0,0
29,16.65,32,0.31,1092.31,222.56,2.669,38.73,4.197,6.342,9.58,0.848,-20.174,22.592,0.0011057369762045746,web,0,0
1,2.14,32,0.869,508.08,127.47,1.606,45.09,2.366,3.933,5.203,0.746,-18.362,27.449,0.0001918048337065178,iot,0,0
28,16.1,32,0.296,599.61,215.85,5.286,52.65,5.553,4.449,6.359,0.366,-20.34,21.922,0.0010143770672899483,gaming,0,0
24,18.97,32,0.42,401.85,141.67,1.494,15.45,1.76,2.535,5.396,0.028,-18.669,26.413,0.0003469110240532663,iot,0,0
3,13.15,32,0.219,1029.44,235.97,3.753,40.46,3.945,1.878,2.883,0.226,-21.039,20.441,0.0015088540182698852,video,0,0
13,18.71,32,0.614,790.79,132.51,4.956,38.32,6.443,4.829,9.736,1.3,-21.136,18.526,0.003850198596249237,web,0,0
24,11.06,32,0.762,958.44,284.66,4.678,52.7,6.085,2.588,4.862,0.371,-19.83,25.816,0.00036443080088408605,video,0,0
2,12.95,32,0.365,978.82,209.38,5.925,35.82,8.659,3.975,7.97,0.587,-16.86,24.15,0.000567803144039802,video,0,0
19,2.14,32,0.365,529.23,188.1,2.35,23.95,3.879,3.017,6.099,0.499,-17.935,26.249,0.00022490962365733595,gaming,0,0
14,2.02,32,0.266,952.87,129.98,1.363,0.0,1.73,1.0,3.081,0.298,-14.183,26.94,0.0001674766173820899,web,0,0
17,1.25,32,0.9,672.26,259.35,4.075,37.61,5.32,3.618,6.001,0.687,-18.9,27.314,0.0003171008694037612,gaming,1,0
14,12.78,32,0.257,744.42,100.48,2.666,13.83,2.378,2.629,4.624,0.67,-16.925,25.489,0.00027226989311132893,web,0,0
25,18.33,32,0.219,909.23,211.01,6.479,61.67,8.854,1.879,6.078,0.175,-20.499,25.984,0.000205535139001521,video,0,0
24,3.62,32,0.396,805.91,210.4,2.708,31.54,3.202,3.607,4.548,0.789,-16.426,23.522,0.0008169957772574306,web,0,0
15,3.64,32,0.926,1179.45,372.9,5.375,31.45,6.405,3.21,4.086,0.21,-17.05,31.382,4.721264403282264e-05,video,1,0
15,13.93,32,0.451,646.19,172.56,2.544,46.78,3.187,5.023,7.09,0.613,-17.7,23.221,0.0005187830117984623,web,0,0
3,4.95,32,0.778,938.03,296.96,6.148,45.69,6.978,4.758,6.622,0.635,-21.024,26.108,0.00023838572899361206,video,0,0
17,18.74,32,0.565,749.67,227.21,2.402,31.86,2.038,3.643,6.393,0.233,-19.376,20.131,0.0028491901895755507,web,0,0
2,9.17,32,0.302,1094.71,284.13,4.28,30.78,4.612,1.63,4.166,0.141,-21.303,23.948,0.0006184818682970314,video,0,0
14,15.13,32,0.735,996.83,281.26,5.756,35.72,5.965,3.799,7.81,0.632,-19.664,17.499,0.004194912599218709,video,0,0
28,13.23,32,0.742,272.21,154.5,1.429,29.48,1.012,5.197,7.526,1.0,-18.241,21.066,0.001452624897691378,iot,0,0
7,17.79,32,0.432,502.12,318.84,2.123,34.41,2.96,3.543,5.882,0.465,-21.154,25.291,0.0004343498199784195,gaming,0,0
26,20.0,32,0.55,479.01,272.15,3.789,43.63,3.778,4.298,10.467,0.925,-19.111,26.374,0.0003270898353840497,gaming,0,0
20,8.35,32,0.352,1105.26,220.91,3.14,38.66,5.228,4.72,5.387,0.644,-21.906,26.167,0.00029589268151960433,web,0,0
1,19.6,32,0.259,158.35,137.36,0.921,0.24,1.193,2.217,5.177,0.475,-21.67,21.97,0.0012222594894381864,iot,0,0
9,7.21,32,0.404,64.0,116.02,1.048,0.0,0.9,2.162,4.617,0.395,-16.922,23.2,0.0006942828454574886,iot,0,0
19,3.0,32,0.8,540.62,128.96,5.043,52.16,5.765,4.877,5.78,0.89,-19.046,25.61,0.0003938945503794579,web,0,0
4,16.48,32,0.609,469.21,235.36,3.345,32.4,3.712,3.856,7.135,0.664,-17.183,20.148,0.0027500454120589946,gaming,0,0
16,9.07,32,0.787,292.6,173.89,2.028,27.52,2.401,2.634,4.062,0.719,-17.988,22.463,0.0012599234664609053,iot,1,0
21,6.22,32,0.609,307.76,164.55,1.41,19.17,2.574,4.315,4.458,0.739,-16.846,22.117,0.0007892982935834659,iot,0,0
3,11.72,32,0.332,1097.36,186.38,5.453,66.79,5.83,5.523,8.881,1.085,-21.132,25.487,0.0004182743303052607,video,1,0
32,10.63,32,0.498,1093.94,290.4,4.698,50.33,6.647,5.192,7.472,0.685,-13.589,25.936,0.0002568360533118074,video,0,0
23,6.54,32,0.321,1300.58,257.61,3.815,39.01,5.587,3.107,6.081,0.875,-19.341,28.441,0.00011085457013930211,video,0,0
5,1.69,32,0.235,787.98,209.48,1.902,18.67,2.757,4.213,5.492,0.551,-15.268,21.738,0.0007763777545861465,web,0,0
28,18.18,32,0.635,949.31,253.93,6.455,65.38,6.77,4.26,7.442,0.491,-18.787,21.445,0.0018788948301902638,video,0,0
19,2.96,32,0.738,1013.54,267.46,6.02,56.19,5.982,3.793,5.716,0.743,-14.726,24.699,0.000571289673725503,video,0,0
13,4.83,32,0.432,1082.74,245.42,4.856,43.88,5.996,3.774,5.25,0.477,-18.499,23.225,0.0005782346791055102,gaming,0,0
5,12.91,32,0.494,838.77,257.02,5.798,32.71,7.757,3.39,5.937,0.384,-22.029,23.038,0.0006558677747884085,video,0,0
31,19.69,32,0.201,847.36,267.93,4.508,59.81,4.439,2.72,4.623,0.484,-22.332,25.665,0.00023371332667217697,gaming,0,0
28,9.32,32,0.618,1440.75,310.95,7.189,45.85,8.589,5.357,8.801,0.781,-20.006,23.456,0.0010051319749179726,video,0,0
4,1.07,32,0.887,816.44,351.81,7.801,77.71,10.967,7.848,10.419,1.423,-16.94,27.329,0.00018591641658283295,video,1,0
11,3.47,32,0.501,906.91,350.7,5.081,21.27,5.232,2.546,4.01,0.37,-17.748,25.077,0.00031021016588976145,video,0,0
22,10.96,32,0.793,143.36,129.48,0.671,9.3,0.1,3.164,8.58,0.55,-18.319,23.946,0.0004657540013507647,iot,0,0
11,8.1,32,0.494,1500.0,288.84,6.111,56.11,7.629,4.405,5.875,0.576,-17.294,23.879,0.0005363135170118071,video,0,0
16,13.46,32,0.787,418.37,285.29,4.81,62.18,4.903,4.943,5.606,0.893,-19.852,18.948,0.0024976056552986074,gaming,0,0
24,17.37,32,0.616,1047.6,267.27,2.836,41.98,3.571,3.795,6.788,0.64,-24.806,22.495,0.0009542121943390044,web,0,0
30,15.43,32,0.898,767.63,414.16,6.862,69.49,9.313,7.789,13.367,1.091,-19.23,21.084,0.0013035391844881056,video,1,0
19,5.6,32,0.468,299.57,97.78,1.908,16.49,2.593,2.756,3.352,0.783,-17.07,25.927,0.0003018051088260955,iot,0,0
19,5.96,32,0.804,409.47,157.11,0.972,16.46,1.115,3.095,5.154,0.415,-18.769,23.95,0.0005492602372090844,iot,0,0
2,13.54,32,0.602,872.69,189.33,3.558,42.89,3.84,4.753,6.26,0.54,-18.276,19.799,0.0029255044011532562,gaming,1,0
8,7.48,32,0.352,942.4,282.35,5.163,37.17,5.412,1.726,1.715,0.309,-18.948,26.942,0.00022392601375001382,video,0,0
27,4.19,32,0.532,412.63,182.83,4.465,31.66,4.181,5.048,7.135,0.822,-15.177,23.545,0.0005952454343748709,web,0,0
1,7.43,32,0.725,1187.76,146.47,3.195,35.14,3.719,5.044,7.484,1.074,-18.892,26.219,0.00025962407676535223,web,0,0
14,9.46,32,0.252,1078.54,174.32,6.358,39.06,6.915,0.992,6.016,0.34,-17.395,24.647,0.0005649316537698358,video,0,0
4,8.99,32,0.812,335.62,151.81,1.642,42.5,2.139,5.758,7.702,0.831,-22.208,21.554,0.0010661708374534475,iot,0,0
7,1.03,32,0.396,905.73,365.07,4.455,45.59,4.827,3.524,5.353,0.297,-18.867,27.981,0.00020710123747796905,video,0,0
30,9.12,32,0.425,1053.88,240.54,5.954,61.44,7.622,2.701,9.35,0.602,-19.3,24.413,0.0006552796613750148,video,0,0
6,17.86,32,0.839,726.34,221.4,4.022,30.82,4.932,4.913,5.695,0.823,-22.249,23.2,0.0010381681711881148,web,0,0
16,13.84,32,0.673,375.96,174.54,1.491,11.06,2.735,2.092,3.023,0.603,-20.477,23.339,0.000932280473500596,iot,0,0
29,13.57,32,0.543,1424.18,215.53,6.483,48.78,9.939,5.953,7.752,0.612,-19.244,24.346,0.0007076282180348898,video,1,0
25,2.14,32,0.728,455.6,91.68,1.235,30.12,0.659,2.833,5.831,0.437,-16.484,27.538,0.0002579851370930406,iot,0,0
20,13.83,32,0.646,376.87,149.57,1.486,13.65,1.68,2.882,6.403,0.394,-19.335,27.818,0.0001866457296191493,iot,0,0
4,14.1,32,0.61,594.56,278.69,5.33,41.89,8.241,1.686,7.144,0.507,-20.388,21.777,0.0016288909161010614,web,0,0
32,7.97,32,0.429,788.4,244.93,3.822,24.15,5.324,3.568,6.182,0.67,-16.621,27.483,0.00023517067585083668,web,0,0
5,10.78,32,0.33,1026.46,212.01,3.152,37.66,2.696,0.921,3.549,0.247,-20.475,23.999,0.0004184284319932764,video,0,0
25,4.85,32,0.739,1149.7,247.87,6.423,54.75,9.811,2.987,5.233,0.584,-16.171,20.031,0.0021160284802766256,video,0,0
24,2.46,32,0.534,364.8,105.57,1.258,24.6,1.397,2.427,3.633,0.548,-16.908,25.486,0.00041829064013491614,iot,0,0
14,18.39,32,0.779,1206.33,177.16,4.855,65.29,5.744,4.977,9.547,0.888,-18.195,17.076,0.004653813948823336,gaming,0,0
29,17.9,32,0.834,386.64,131.18,0.99,22.38,0.757,3.278,8.288,0.624,-20.005,17.923,0.005832339055279435,iot,0,0
31,9.47,32,0.786,845.13,308.79,4.256,45.01,6.573,4.277,2.465,0.873,-20.091,24.51,0.0006158699376363739,gaming,0,0
9,3.37,32,0.283,970.98,237.26,2.998,26.5,3.489,2.878,3.068,0.797,-16.711,27.264,0.0001330867572658283,web,0,0
19,19.89,32,0.467,1064.07,318.86,3.481,35.5,3.82,5.482,9.056,0.683,-19.811,21.855,0.001231463388963899,video,0,0
13,13.28,32,0.894,314.32,101.35,2.408,52.31,3.014,4.914,9.64,1.138,-21.57,21.774,0.0013091279374788532,iot,0,0
24,4.82,32,0.562,315.16,224.1,4.101,32.96,3.844,0.998,1.13,0.394,-17.332,27.214,0.0001606462616641535,web,0,0
20,12.46,32,0.453,564.35,198.36,4.521,34.67,6.011,1.976,4.666,0.495,-18.838,24.337,0.0004470805230913262,web,0,0
7,13.71,32,0.466,641.98,235.5,3.607,18.99,4.754,3.486,4.589,0.677,-18.221,25.129,0.0005441957889078861,gaming,0,0
3,14.93,32,0.593,232.54,99.84,1.134,15.9,1.38,1.049,2.586,0.049,-17.774,23.485,0.000715734390868661,iot,0,0
17,12.06,32,0.95,795.81,275.32,5.754,56.48,7.023,5.024,7.925,0.771,-20.725,21.015,0.0019694757005398176,gaming,1,0
12,2.58,32,0.252,412.99,179.72,1.714,9.97,2.488,3.012,4.342,0.707,-15.665,28.446,0.00010875823053192546,iot,0,0
9,5.97,32,0.392,668.4,210.9,5.708,45.96,6.961,5.761,6.454,0.9,-17.597,25.87,0.00040152248898558897,video,0,0
24,15.23,32,0.371,729.25,230.87,6.99,45.91,7.576,6.269,10.47,0.902,-20.541,21.809,0.0011596372046448833,video,0,0
2,13.81,32,0.524,1147.83,223.68,3.742,65.26,4.59,3.385,5.646,0.605,-15.31,24.543,0.00036997842865166145,video,0,0
29,14.26,32,0.708,1227.41,321.04,6.509,36.63,8.652,4.94,6.384,0.615,-19.934,25.319,0.0004417006807983182,video,0,0
29,10.72,32,0.508,775.14,124.15,3.149,25.04,4.153,3.29,7.54,0.736,-18.524,25.184,0.0004340697659305861,web,0,0
3,12.66,32,0.44,990.59,441.74,5.134,38.47,5.719,3.269,5.195,0.513,-20.024,27.013,0.00016241663974346857,video,0,0
30,12.33,32,0.816,778.32,228.4,3.712,47.28,4.679,5.76,8.31,0.747,-19.189,24.562,0.00045091068567026623,web,0,0
11,16.51,32,0.626,945.49,181.09,5.739,62.18,8.226,4.343,5.309,0.902,-20.545,24.286,0.0007529238746183994,gaming,0,0
24,3.62,32,0.484,1058.16,200.0,4.754,36.31,5.184,2.128,4.419,0.35,-15.088,20.478,0.0016708224132777655,web,0,0
3,10.47,32,0.352,405.27,215.04,3.884,39.74,5.641,3.28,7.247,0.235,-20.677,22.515,0.0010300098914313859,gaming,0,0
6,14.85,32,0.545,835.37,321.44,6.049,65.37,6.712,6.555,10.056,0.625,-18.718,25.41,0.0004943926093424373,video,0,0
10,8.83,32,0.825,868.36,303.14,2.412,32.03,3.198,2.344,1.97,0.578,-18.018,22.949,0.0006543103479373546,web,0,0
26,8.42,32,0.764,874.9,276.87,6.722,57.35,9.776,6.734,10.289,1.093,-17.195,24.477,0.0007271759825796465,video,0,0
29,2.84,32,0.271,453.72,111.69,2.167,5.12,1.443,0.719,4.297,0.114,-19.772,27.079,0.00017213562540083105,iot,0,0
5,9.13,32,0.845,1149.85,214.18,4.585,51.87,6.371,4.149,8.717,0.889,-18.269,22.622,0.0010271849541005804,video,1,0
2,16.49,32,0.849,445.54,164.06,1.002,15.21,1.056,3.188,6.233,0.345,-20.275,21.853,0.0011525862836551377,iot,0,0
10,15.29,32,0.858,567.3,217.12,2.347,27.63,2.386,3.053,8.087,0.957,-20.644,23.376,0.001133271267258825,web,0,0
16,18.72,32,0.607,624.06,150.75,2.743,24.75,3.554,2.796,5.719,0.465,-19.832,21.289,0.0016937630715024754,web,0,0
16,19.67,32,0.592,879.41,280.94,5.177,40.68,5.96,4.563,6.866,0.655,-19.616,23.948,0.0007579030938212207,gaming,0,0
30,1.76,32,0.274,366.89,99.96,1.43,2.29,1.866,1.564,4.026,0.01,-19.999,29.366,0.00010097150860516363,iot,0,0
24,13.2,32,0.842,355.56,110.21,1.515,14.78,2.311,3.783,5.014,0.761,-19.131,22.178,0.0012514721686895023,iot,0,0
18,15.92,32,0.683,318.81,187.85,1.464,16.74,2.214,3.712,6.12,0.827,-19.417,20.367,0.0024223027042555747,iot,0,0
10,15.79,32,0.661,1125.89,302.45,6.736,62.38,9.53,4.183,6.366,0.662,-19.025,21.108,0.002156777943679923,video,0,0
12,2.71,32,0.404,943.18,209.32,4.731,53.9,5.541,5.136,10.074,0.714,-16.262,25.784,0.00029059668467597125,video,0,0
5,5.84,32,0.285,1145.37,204.93,4.576,36.88,5.929,3.333,6.328,0.452,-20.153,21.594,0.0015881691653583461,video,0,0
29,3.96,32,0.718,654.39,256.51,5.69,57.11,7.515,4.886,6.406,0.995,-21.411,24.597,0.00039867233866543167,gaming,0,0
8,10.52,32,0.831,429.4,179.88,2.035,33.07,2.655,3.705,7.359,0.635,-17.491,24.38,0.0007679228954066106,iot,0,0
8,9.31,32,0.648,1390.83,160.24,5.858,50.31,6.379,3.025,6.008,0.535,-16.671,23.844,0.0006322095652627205,video,0,0
30,1.18,32,0.501,897.91,256.16,6.277,39.73,7.464,3.531,7.053,0.514,-16.684,26.214,0.00031000169241319705,video,0,0
4,1.45,32,0.763,377.91,138.44,1.086,14.07,1.75,3.756,7.791,0.603,-18.019,23.054,0.0009086520370172213,iot,0,0
8,11.92,32,0.342,1027.11,226.31,4.838,42.94,5.6,3.485,7.078,0.497,-20.353,22.664,0.0010340613852972327,video,0,0
5,1.5,32,0.776,352.67,82.69,1.467,30.48,1.816,4.347,5.375,0.906,-16.896,24.994,0.0006068999611574511,iot,0,0
22,19.03,32,0.252,958.06,258.05,8.043,76.52,11.891,6.008,6.54,0.936,-21.807,24.224,0.00043446470965418076,video,1,0
30,7.1,32,0.224,528.9,247.59,3.091,35.37,3.541,2.458,4.893,0.22,-16.862,24.351,0.0005180582119807656,gaming,0,0
15,15.99,32,0.908,771.28,219.06,4.164,63.69,5.164,5.514,10.993,1.284,-17.789,18.034,0.003765787413940473,web,1,0
28,19.61,32,0.513,950.47,224.19,3.505,41.73,5.269,5.116,8.236,0.922,-21.78,21.975,0.0008082802848731258,web,0,0
32,16.37,32,0.234,290.92,60.26,1.796,38.35,2.244,2.981,4.538,0.462,-18.421,20.293,0.001800800833128251,iot,0,0
2,19.49,32,0.725,943.05,336.4,7.785,80.37,11.145,4.978,10.917,1.015,-17.616,16.605,0.007328950652516258,video,0,0
6,14.93,32,0.287,391.67,170.41,2.488,10.62,4.208,2.874,4.757,0.45,-19.549,21.546,0.0008594705419071979,web,0,0
10,4.3,32,0.873,309.95,168.76,3.525,23.24,6.301,3.024,5.264,0.602,-17.456,24.602,0.00045308338297357723,web,0,0
24,3.86,32,0.875,317.36,133.65,0.85,30.35,0.452,4.585,7.285,1.147,-21.649,25.567,0.0003107481939622032,iot,1,0
30,19.53,32,0.899,118.06,127.29,1.727,26.01,1.695,5.372,10.991,1.004,-22.821,24.0,0.0006546723028843643,iot,0,0
16,2.57,32,0.46,965.92,281.61,5.625,60.68,7.131,4.889,7.82,0.639,-13.846,28.33,0.00019486813613084437,video,0,0
11,5.21,32,0.242,384.44,216.49,2.615,24.69,2.379,1.93,2.572,0.236,-16.729,24.907,0.0003496251320355112,gaming,0,0
6,17.65,32,0.435,466.28,146.73,3.871,38.79,3.355,4.624,6.472,0.623,-18.761,22.821,0.0010894554803246735,web,0,0
21,12.68,32,0.946,1355.26,251.14,7.223,63.89,8.807,3.787,5.88,0.894,-22.402,21.546,0.0017911210524520973,video,0,0
28,6.76,32,0.687,1408.42,230.2,6.203,62.53,9.379,4.582,5.297,0.52,-17.352,26.737,0.00024241171527817064,video,0,0
10,9.84,32,0.81,1017.28,200.74,5.507,57.52,7.964,6.175,9.428,1.22,-20.188,22.337,0.0010407315598353099,gaming,0,0
11,6.96,32,0.609,475.46,232.07,3.319,31.1,3.439,4.33,5.812,0.877,-18.309,25.368,0.00030131445668619045,web,0,0
14,4.9,32,0.216,1328.79,131.37,4.43,43.08,6.145,0.696,2.661,0.236,-18.267,27.761,0.00018546329653533142,video,0,0
24,11.59,32,0.552,560.15,234.9,3.076,32.7,4.534,4.531,5.415,0.97,-20.414,22.327,0.0008124137829521335,gaming,0,0
4,10.2,32,0.54,690.26,133.43,3.762,29.89,6.132,2.728,7.482,0.373,-19.384,26.537,0.00029736493718750576,web,0,0
20,8.4,32,0.381,571.52,181.21,2.902,15.62,2.836,3.217,6.511,0.18,-19.964,26.58,0.0002520418009343066,web,0,0
10,15.77,32,0.339,423.85,92.93,1.545,14.4,2.493,1.862,2.843,0.218,-20.211,22.859,0.0009068368039074393,iot,0,0
26,2.79,32,0.34,707.35,230.0,2.603,22.73,3.274,3.175,3.484,0.766,-17.651,23.329,0.0006057827072255349,gaming,0,0
20,6.36,32,0.75,947.75,204.54,5.04,47.99,6.812,5.046,7.895,0.754,-18.259,24.045,0.0006506839194906922,web,0,0
6,3.93,32,0.447,1211.52,305.84,5.136,48.32,8.31,2.9,5.56,0.61,-16.717,24.041,0.00043994645896338935,video,0,0
29,7.58,32,0.718,745.58,147.54,3.103,54.86,4.543,5.141,6.182,0.905,-21.23,27.587,0.00020173175297108357,web,0,0
32,2.99,32,0.699,284.75,153.99,0.553,35.83,1.114,4.425,8.569,0.81,-12.834,24.319,0.00046364056275373475,iot,0,0
19,18.99,32,0.547,840.12,195.48,2.049,1.04,2.778,1.763,4.519,0.665,-22.358,20.746,0.0013604537534545093,web,0,0
24,15.99,32,0.306,863.12,205.27,4.461,24.25,6.502,3.303,7.558,0.356,-18.829,21.169,0.0012216390422982555,video,1,0
11,5.66,32,0.245,808.77,213.13,3.438,38.71,4.275,4.027,5.637,1.007,-17.539,25.537,0.00023393890865242738,gaming,0,0
1,4.36,32,0.303,434.89,71.03,1.074,10.01,1.647,2.232,5.916,0.531,-17.689,26.358,0.00022282249711078143,iot,0,0
4,15.92,32,0.709,638.54,326.05,5.197,58.14,7.822,4.722,7.693,0.582,-19.745,21.995,0.0014365386281379663,gaming,0,0
28,1.52,32,0.47,260.38,95.28,1.894,8.16,2.196,3.083,4.76,0.516,-13.556,24.977,0.00035586312142190995,iot,0,0
7,3.13,32,0.594,942.86,111.77,3.721,52.63,4.102,3.28,4.402,0.616,-17.618,24.181,0.0004308026945062964,web,0,0
10,14.41,32,0.315,491.41,204.54,2.304,20.07,1.866,4.44,6.94,0.841,-18.572,26.672,0.00022999028604941474,web,0,0
10,7.79,32,0.631,934.85,238.88,5.35,42.83,7.34,3.716,4.401,0.777,-17.805,24.167,0.0005231074061770464,web,0,0
11,17.56,32,0.735,456.17,119.94,1.119,11.07,1.076,3.238,9.199,0.87,-21.348,20.261,0.002453988565372551,iot,0,0
8,7.4,32,0.371,343.82,53.53,1.218,15.36,1.425,3.681,6.233,0.374,-16.935,26.088,0.0003281555577420332,iot,0,0
12,10.37,32,0.514,861.82,260.54,5.299,80.31,6.717,2.618,7.746,0.72,-18.62,25.694,0.0004270381739881993,video,0,0
3,17.16,32,0.593,1298.45,263.41,5.901,48.72,6.953,5.027,7.326,0.857,-15.614,20.566,0.002524675077829256,video,0,0
2,4.01,32,0.394,1037.85,382.11,5.104,54.23,3.314,3.311,5.421,0.316,-17.426,24.411,0.0006640235517545021,video,1,0
12,6.83,32,0.648,1035.92,257.83,4.1,43.16,5.865,1.928,3.82,0.569,-16.837,22.299,0.001388617527667161,video,0,0
28,2.33,32,0.392,677.22,169.0,3.598,23.41,5.174,1.719,3.268,0.33,-16.781,23.561,0.0007546711559128372,web,0,0
28,10.86,32,0.554,468.7,168.5,3.332,40.14,3.72,3.336,5.56,0.537,-17.527,25.726,0.00037385102989207235,web,0,0
15,10.76,32,0.213,435.86,78.15,1.3,12.33,1.835,3.893,6.039,0.822,-19.41,25.525,0.00043672333466035886,iot,0,0
12,3.67,32,0.645,741.35,261.65,3.547,33.33,4.675,3.61,5.321,0.297,-18.36,23.36,0.0010293412336828116,web,0,0
16,13.0,32,0.674,854.88,129.99,3.511,33.67,5.72,3.475,6.636,0.621,-16.988,24.956,0.0005564596385545107,web,0,0
20,2.34,32,0.313,362.1,92.37,1.363,19.79,2.254,3.523,3.646,0.753,-17.028,25.771,0.00039172568667690896,iot,0,0
18,8.12,32,0.368,214.31,126.41,1.487,31.3,2.106,3.212,4.018,0.488,-19.046,22.557,0.0009619386711450137,iot,0,0
9,4.69,32,0.253,620.78,240.32,3.63,38.68,5.263,1.009,2.701,0.093,-13.386,28.959,0.00010806817853764048,gaming,0,0
23,2.92,32,0.79,113.75,109.15,1.254,18.1,0.875,3.781,4.393,0.634,-18.418,26.162,0.0003970250509291803,iot,0,0
13,15.44,32,0.449,704.89,218.56,2.375,33.23,3.072,4.491,7.198,0.811,-19.683,24.786,0.0003257643987290343,web,1,0
